Entity	Source	By-Statement
Modi	IE	Describing the new age as era of Internet of things , PM Modi said that technologies and innovation can be used to power changes .
Modi	IE	Modi said , you have rightly said that we , as responsible leaders , represent 40 per cent of the worlds population , and this is not just a meeting of two leaders , but I see it from the perspective of a historic and cultural legacy world is witness to this , and there has been in-depth study on this that in the last 2,000 years of history , India and China have given momentum or pace to world economy and our two countries contributed 50 per cent of the world economy rest of the world was restricted to the remaining 50 per cent so much impact and influence for 1600 years , its a big thing and it had an impact on social , religious , economic , cultural , scientific , in every sector , it had a positive impact .
Modi	IE	Read : GST will reflect spirit of one nation , one aspiration : top 10 points from PM Modis Niti Aayog Meethere are the Highlights:6:22 PM : use of technologies such as Bhim , Aadhaar would result in significant savings for states , says PM Modi6:18 PM : States should use govt e-marketplace to reduce corruption , increase transparency in govt procurement : PM Modi6:10 PM : PM Modi asks States , local govts , NGOs to decide goals for 2022 and work in mission mode to achieve them .
Modi	IE	Our priority should be to make science and technology affordable to the masses with Zero-Effect and Zero-Defect , PERSON said .
Modi	IE	While addressing the press via video-conference , PM Modi said that he is convinced that when leaders join hands and mutually share the fruits of knowledge , technology and growth , development and prosperity can increase .
Modi	IE	Digital India has checked black money and black marketing and uprooted middlemen , PERSON said .
Modi	IE	Stressing that digital India was about 4 es education , employment , entrepreneurship , and empowerment , PERSON said from booking rail tickets to paying bills and availing government services digitally , people were being empowered .
Modi	IE	Read | vibrant Gujarat global summit : global CEOs go gaga over PM PERSONs Policiesstating that India has improved its policies , practices and economic profile in the last two years , PERSON said the country has improved its ranking in the world banks doing business report , and has moved up 16 ranks in the global innovation index 2016 .
Modi	IE	Now , we will have to look for technological solutions , PERSON said .
Modi	IE	Now , we will have to look for technological solutions , PERSON said .
Modi	IE	Now , we will have to look for technological solutions , PERSON said .
Modi	IE	Also read | heres what Twitterati think what PM PERSON should have spoken in his # Mannkibaatthe more our young generation works for research , innovation , inventing technology for solutions to our daily life problems and provide an easy relief from our problems , it will contribute immensely to making of the modern India of 21st century and that will be the real tribute to PERSON , PERSON said .
Modi	IE	Describing Internet as a gamechanger , Gujarat chief minister PERSON said Thursday politicians ought to use technology for bringing in good governance , accountability and transparency as well as reaching out to the people .
Modi	IE	Modi said his government has used modern technology in governance and implementation of policies .
Modi	IE	Coining a new equation , PERSON said Indian talent plus information technology is equal to India tomorrow .
Modi	IE	We have changed the work culture , PERSON said adding the emphasis now is on re-engineering the processes to improve efficiency .
Modi	IE	The technology has undergone a drastic transformation in the last 20 years , PERSON said adding the aspirations of the youths have to be kept in mind in this era .
Modi	IE	Adding that the launch will give a boost to Indias lunar programme , PERSON said , efforts such as # Chandrayaan2 will further encourage our bright youngsters towards science , top-quality research and innovation .
Modi	IE	Modi said the smart city mission aims to integrate digital technology into rapidly Urbanising environment and there is already a high level of interest from the UK in projects in Pune , Amaravati and Indore .
Modi	IE	I believe that India and the UK must continue to nurture and support an ecosystem of high quality fundamental research to pave the way for joint technology development that can address global challenges , PERSON said .
Modi	IE	Stating that Indias partnership with UK in industrial research has been one of the most exciting programmes , PERSON said the global innovation & technology alliance or Gita platform of CII and Department of science and technology along with Innovate-Uk supports industry led R & D projects in affordable healthcare , clean technology , manufacturing and information and communications and technology ( ICT ) .
Modi	IE	Modi said nuclear physicist PERSON demise had created a vacuum in the world of Indian science .
Modi	IE	PERSON as a dedicated soldier of science , PERSON said that he encouraged science as well as Indias culture and Sanskrit language .
Modi	IE	Placing his faith in the space mission , PM Modi said it would encourage youth to look for a career in science resulting in the countrys progress .
Modi	IE	Chief minister PERSON today said it is high time that the police and various other security agencies develop modern and scientific methods to strengthen internal security with the help of skilled manpower .
Modi	IE	B'Describing Internet as a gamechanger , Gujarat chief minister PERSON today said politicians ought to use technology for bringing in good governance , accountability and transparency as well as reaching out to the people .
Modi	IE	Coining a new equation , PERSON said Indian talent plus information technology is equal to India tomorrow .
Modi	IE	Citizens are Netizensthis is a wired Republic , Modi said , adding that technology can bring accountability , transparency and help in good governance .
Modi	IE	Modi said his government has used modern technology in governance and implementation of policies .
Modi	IE	( the Canadian press via AP ) prime minister PERSON has announced several key initiatives taken by his government in the area of nuclear security and Non-Proliferation , including countering nuclear smuggling and deployment of technology to deter nuclear terrorism .
Modi	IE	( AP photo ) prime minister PERSON on Tuesday here asked the IITs , Iiits and other technical institutions to create an atmosphere for boosting up the make in India campaign so that the country could not only step in a big way to manufacture defence equipment , but also lead the world in ensuring cyber security and supply skilled manpower globally in the next few years .
Modi	IE	Interacting with over 2,500 students of engineering colleges and universities from all the Northeast at the IIT campus here , Prime Minister PERSON also said that Indian youth had the potential of leading the world in cyber security .
Modi	IE	Modi said for economic progress , there is the private and public sector , but the third and crucial one that I am attaching importance to is personal sector , where every person becomes an entrepreneur .
Modi	IE	With the hi-tech research institute equipped with a state-of-the-art laboratory , a significant step had been taken in that direction , PERSON said , addressing a gathering after the inauguration .
Modi	IE	With the hi-tech research institute equipped with a state-of-the-art laboratory , a significant step had been taken in that direction , PERSON said , addressing a gathering after the inauguration .
Modi	IE	Calling on party workers to use technology to spread their message , PM Modi said that in current age of social media if they are not active , then they would cede the space to anti-national and anti-social elements .
Modi	IE	We walk less now and the same technology tells us that we are not walking enough , PERSON said at the event .
Modi	IE	We want to build cooperation in new areas , especially some high-technology areas , that have a deeper connect with the youth in both our societies , PERSON said .
Modi	IE	Expressing the need to bridge the digital divide , PM Modi said , we are living in the era of technology .
Modi	IE	Chhattisgarh was earlier known for forests and Tribals , now its known for smart city PERSON , said PERSON , adding that his government is working towards increasing income of Tribals and those living in backward areas .
Modi	IE	Prime Minister PERSON on Friday said the opposition was frustrated over repeated electoral defeats and was spreading lies about the Bjp-Led government , and asked party MPs to counter the lies using technology and by working among the people .
Modi	IE	Modi said that he and Merkel will chart out a future roadmap of cooperation with focus on trade and investment , security and counter-terrorism , innovation and science and technology , skill development , urban infrastructure , railways and civil aviation , clean energy , development cooperation , health and alternative medicine .
Modi	IE	Modi also said that Sweden has been a strong partner in Indias make in India mission .
Modi	IE	PERSON said the need of the hour was to adopt modern technology in increasing the land under cultivation to reverse the scenario of decline in PERSON growth .
Modi	IE	When Modi asked the country to try out digital payments following the governments Demonetisation move , Kumar took on the cudgels to make Palnar cashless .
Modi	IE	Invoking former president Dr PERSON , PERSON said that the future is going to be technology driven and we needed to embrace it .
Modi	IE	And I myself try my level best to update myself with technology and if you want any information in real time about India , me and the selfies that you took along with me today , and for all information , please download the PERSON app , PERSON said .
Modi	IE	Modi said he and PERSON would also interact with top business leaders of both the countries and chart out a future roadmap of cooperation in sectors such as trade and investment , science and technology , clean energy and smart cities .
Modi	IE	Reiterating his pitch for a cashless economy , PERSON said , we also have a historic opportunity to embrace increased cashless payments and integrate latest technology in economic transactions .
Modi	IE	Noting that India had carried out nuclear tests on PERSON on May 11 , 1998 , when BJP stalwart PERSON was the prime minister , PERSON said youths need to imbibe PERSON mantra of PERSON ( hail science ) to make India modern and strong .
Modi	IE	Modi said that the two sides will encourage industry and businesses in both countries to take lead in exploiting opportunities in healthcare , tourism , information technology , agriculture , blue economy and energy .
Modi	IE	With the hi-tech research institute equipped with a state-of-the-art laboratory , a significant step had been taken in that direction , PERSON said .
Modi	IE	With the hi-tech research institute equipped with a state-of-the-art laboratory , a significant step had been taken in that direction , PERSON said .
Modi	IE	Modi said that a technical report covering various aspects , including tsunami and earthquake impact on the dam , road and rail traffic , generation of solar and wind energy , has been submitted to the expert appraisal committee , constituted by the ministry of environment and forests in 2010 .
Modi	IE	Noting that they reviewed the full range of bilateral relationship , PERSON said the two sides will encourage industry and business in both countries to take lead in exploiting opportunities in healthcare , tourism , information technology , agriculture , blue economy and energy .
Mukesh Kumar	TOI	Of the 11 major smart city projects , municipal commissioner PERSON said , three have already been implemented .
Mukesh Kumar	TOI	Municipal commissioner PERSON told mirror , the software has been developed and the data entry is largely completed .
Mukhtar Abbas Naqvi	IE	Pti Photothe centre will upgrade one lakh madrassas in the country with state-of-art technology to provide better schooling to Muslim community , Union minister PERSON has said .
Nagar	DecH	PERSON a team of officers today , the 16th July 2011 , from Delhi and Bhopal headed by Mr Manpal Singh and included two technical officers of nada and two lady doping control officers to conduct surprise check in PERSON , nada director general PERSON said in a statement .
Nagar	DecH	I have travelled twice to get the admission done , said PERSON , whose son has secured a seat in mechanical engineering in one of the prestigious colleges in the city .
Nagar	TOI	We may rather go for Endosulfan than making use of genetic engineering , said Dr PERSON , head , SCMS Institute of Bio-Technology , Kochi .
Naidu	DecH	The aim of PERSON is to make the country free of open defecation and implement scientific waste management by 2019 , said Naidu .
Naidu	DecH	Factors like viability of implementation , city vision and strategy , economic and environmental impacts of the plan , cost effectiveness , innovation and scalability and the process followed for preparing the DPR , including consultation of the citizens , will be taken into account for preparing the final list of 20 cities , Union urban development minister PERSON told Deccan Herald .
Naidu	DecH	Speaking to reporters at the PERSON technical area from where the mortal remains of the former president was flown to his hometown PERSON by a special aircraft , Naidu said some chief ministers are also expected to attend the last rites .
Naidu	DecH	Naidu said a consensus would be arrived at providing concessions from the state governments and the centre to private entrepreneurs to set up power plants to generate energy from waste .
Naidu	DecH	Naidu said the sub-group has been studying various revenue models for operation and maintenance of community and public toilets and best practices in solid and liquid waste management technology .
Naidu	NIE	Reminiscing his efforts to bring the e-governance in the United Andhra Pradesh , Naidu said that unless there was new thinking , planning and execution , there would not be any progress in any sector .
Naidu	NIE	With the help of the advanced technologies , the government is conserving resources , Naidu said .
Naidu	NIE	On the occasion , Union minister PERSON said that the Demonetisation was also a part of the digital India .
Naidu	NIE	As the chief guest at the Andhra University science college annual day celebrations here , Naidu asked the students to respond whether his decision was right .
Naidu	NIE	Voicing concern over weak governance structures in most of the member countries of the region , Naidu said that over the last two years , the government has taken several initiatives to improve technical , planning and managerial capabilities of city governments in India .
Naidu	NIE	Srikakulam : to avoid misuse of government schemes I use technology where every beneficiary would automatically be enrolled online , said chief minister PERSON .
Naidu	NIE	Twitter.PERSON ( @ Vpsecretariat ) August 21 , 2019I am glad to be visiting Estonia , a successful democracy , a member of the EU and a nation which has been recognised as a digital state , having great technological achievements to its credit , Naidu said in a joint press statement .
Naidu	NIE	Asserting that every issue related to the construction of the project was being executed based on clearances given by technical committees , Polavaram project authority , central water commission and as per the designs prepared by engineers and experts , Naidu said that the so-called intellectuals should know all these issues .
Naidu	NIE	New Delhi : Internet of things and new technologies are a deadly combination and will play an important role in the growth of his state , said N Naidu , chief minister , PERSON .
Naidu	IE	Chief minister PERSON who launched the first machine said his aim is to make PERSON a crime free state in India through the usage of latest technology in forensic Labs .
Naidu	IE	We have agreed to further strengthen our bilateral cooperation in defence and security , peaceful uses of atomic energy and outer space , science and technology , oil and gas , renewable energy , infrastructure development , agriculture and innovation-based sectors , Naidu said .
Naidu	IE	Addressing a press conference in Amaravati , Naidu said that he has directed union civil aviation minister P PERSON and PERSON , minister of state for science and technology and earth sciences , to resign from the union cabinet .
Naidu	IE	Lucknow has been given RS 119 crore , while RS 107 crore each has been given to Agra , Kanpur and Varanasi , Naidu said , adding that RS 2 crore have been given to Meerut and RAE Bareli for sending a proposal under the smart city mission .
Naidu	HT	Expressing serious concern over reports of failure of Evms at several places across the state , Naidu said he had been saying right from the beginning that Evms were unreliable as they were prone to technical glitches .
Naregal	TOI	The work , which includes repair of water tank , toilets , upgrade of the diving platform and ticket counter , is expected to be completed within two-and-half months , informed s H Naregal , special officer , Hubballi-Dharwad smart city Ltd sources said that the facility will get an open gym , deck for meditation , childrens play area , litter bins , drinking water dispensers and rainwater harvesting pit .
Naregal	TOI	The plan is yet to be approved by the state government but the money is already earmarked , said s H Naregal , special officer , Hubballi-Dharwad smart city limited ( Hdscl ) .
Naregal	TOI	S H Naregal , special officer , Hubballi-Dharwad smart city Ltd , said they intend to modernize the gallery by completely renovating it and providing amenities that are needed by artists .
Naregal	TOI	S H Naregal , special officer for Hubballi-Dharwad smart city limited , told toi that the tender process has been completed for developing mg park .
Naregal	DecH	Cycle tracks would also be identified for this system , and making some congested roads near the market as Nmt zones would also help a lot , says PERSON smart city limited ( Hdscl ) special officer s H Naregal .
Narendra Modi	Telegraph	( PTI ) New Delhi , April 26 : prime minister PERSON today asked his officials to explore new technologies to ramp up road-building and boost coal output as part of a broader objective to push economic growth and work towards the completion of existing projects in time .
Narendra Modi	Telegraph	17 ( PTI ) : prime minister PERSON said on Wednesday his government is making efforts to create systems that are innovation-friendly to build an innovation-driven new India .
Narendra Modi	Telegraph	17 ( PTI ) : prime minister PERSON said on Wednesday his government is making efforts to create systems that are innovation-friendly to build an innovation-driven new India .
Narendra Modi	Telegraph	15 ( PTI ) : prime minister PERSON on Friday said his pet digital India initiative is a war against touts and middlemen , helping check PERSON and black marketing while creating immense job opportunities in small towns and rural areas .
Narendra Modi	Telegraph	( PTI ) New Delhi : prime minister PERSON said on Wednesday that youths wanted to be entrepreneurs and not job-seekers , attempting to defend his government over opposition criticism for lack of employment and seeking to woo the middle class by claiming to have ushered in ease of living .
Narendra Modi	Telegraph	Prime Minister PERSON had yesterday said he was keen on greater exchanges with India 's Eastern neighbour especially in high-tech that have a deeper connect with the youth .
Narendra Modi	Telegraph	Prime Minister PERSON had yesterday said he was keen on greater exchanges with India 's Eastern neighbour especially in high-tech that have a deeper connect with the youth .
Narendra Modi	Telegraph	After prime minister PERSON announced Demonetisation of old RS 500 and RS 1,000 notes on November 8 , the centre in a bid to encourage customers to go cashless , had instructed the oil companies to give a discount of 0 .
Narendra Modi	HT	Highlighting the need to increase tax base and adopt new technology , Prime Minister PERSON on Tuesday asked young tax officials to be people-centric .
Narendra Modi	HT	The make in India Mittelstand ( Miim ) launched to encourage German small and medium industry ( SME ) to India has evoked major interest in Germany , giving further boost to bilateral business ties , Prime Minister PERSON said on Tuesday .
Narendra Modi	HT	After prime minister PERSON announced Demonetisation on November 8 , the current budget further aims to strengthen the countrys cashless economy .
Narendra Modi	HT	Months before prime minister PERSON announced Demonetisation and emphasised on cashless transaction in country , a low level government Karmachari in Jharkhands Latehar district seems to have become well versed with relevance of cashless transaction .
Narendra Modi	HT	Stressing the importance of information technology and communication in changing times , Prime Minister PERSON said on Sunday that courts could use video conferencing to communicate with government officials instead of summoning them to appear in court , saving time and money .
Narendra Modi	IE	( the Canadian press via AP ) prime minister PERSON has announced several key initiatives taken by his government in the area of nuclear security and Non-Proliferation , including countering nuclear smuggling and deployment of technology to deter nuclear terrorism .
Narendra Modi	IE	Further explaining his stand against Demonetisation , the former union minister said , 80 per cent transactions in Germany and Austria is cash-based , in Australia it is 60 per cent , Canada 56 per cent and us 46 per cent , and prime minister PERSON says India will go 100 per cent cashless .
Narendra Modi	IE	( source : PTI photo ) exhorting farmers to adopt modern technology , Prime Minister PERSON on Monday said his government has decided to double their income by 2022 when India would celebrate 75 years of independence .
Narendra Modi	IE	Prime Minister PERSON on Friday said the opposition was frustrated over repeated electoral defeats and was spreading lies about the Bjp-Led government , and asked party MPs to counter the lies using technology and by working among the people .
Narendra Modi	IE	( AP photo ) prime minister PERSON on Tuesday here asked the IITs , Iiits and other technical institutions to create an atmosphere for boosting up the make in India campaign so that the country could not only step in a big way to manufacture defence equipment , but also lead the world in ensuring cyber security and supply skilled manpower globally in the next few years .
Narendra Modi	IE	Chief minister PERSON on Monday said that after establishing PERSON as an engineering hub , his government is all set to develop the area as a new hub of defence engineering .
Narendra Modi	IE	B'Describing Internet as a gamechanger , Gujarat chief minister PERSON today said politicians ought to use technology for bringing in good governance , accountability and transparency as well as reaching out to the people .
Narendra Modi	IE	Chief minister PERSON today said it is high time that the police and various other security agencies develop modern and scientific methods to strengthen internal security with the help of skilled manpower .
Narendra Modi	IE	Describing Internet as a gamechanger , Gujarat chief minister PERSON said Thursday politicians ought to use technology for bringing in good governance , accountability and transparency as well as reaching out to the people .
Narendra Modi	IE	( file ) prime minister PERSON today said the government is taking several steps to promote young entrepreneurs in the country , adding that startups are no longer confined to big cities .
Narendra Modi	DecH	Govt depts should have space cell : Pmnew Delhi , SEP 08 , 2015 , Dhns : 0:43 Istevery government department will need to create a space cell to find the new and innovative ways of utilising the benefits of space technologies in policy planning and governance , Prime Minister PERSON said .
Narendra Modi	DecH	Addressing a meeting last year , Prime Minister PERSON asked the Drdo to bring in fresh blood and give leadership positions to new talents in an effort to spur innovation and technology development .
Narendra Modi	DecH	Rs 1 lakh crore disbursed under PERSON : PERSON ( Odisha ) , Feb 7 , 2016 , PTI : 15:43 Istloans worth about RS 1 lakh crore have been sanctioned to small entrepreneurs under the Pradhan Mantri PERSON , Prime Minister PERSON said today , emphasising that the government wants youth to be job creators and not job seekers .
Narendra Modi	DecH	Find solutions to climate change , energy crisis : PM to Studentsvaranasi , Feb 22 , 2016 ( PTI ) 16:46 Istciting global problems of climate change , energy crisis and deadly diseases , Prime Minister PERSON today asked the Indian students to take up the challenge of finding solutions to these through innovation and research instead of merely doing Cut-Paste work .
Narendra Modi	DecH	Pm vows to deliver open , accountable Administrationnew Delhi , DEC 25 , 2014 , ( PTI ) 10:55 PERSON 'Good governance day , Prime Minister PERSON today said efforts are being made for re-engineering of government processes as part of the promise to provide an open and accountable administration .
Narendra Modi	DecH	Prime Minister PERSON announced several Indian initiatives in the area of nuclear security and PERSON , including countering nuclear smuggling and use of technology to prevent nuclear terrorism .
Narendra Modi	DecH	New Delhi , Dhns : 2:25 Istprime minister PERSON on Saturday said his forthcoming visits to France , Germany and Canada next month were primarily aimed at promoting the Make-In-India initiative , seeking investment and creating job opportunities for youths .
Narendra Modi	DecH	PERSON , Apr 1 , 2O17 ( PTI ) 23:37 Istprime minister PERSON today said pitched for enhanced use of information technology to solve day-to-day problems facing the society and urged budding innovators to come out with solutions .
Narendra Modi	DecH	The satellite will prove to be a boon in the progress of the entire ( South Asia ) region as it will facilitate natural resources mapping , tele-medicine , information technology connectivity and people-to-people contact , Prime Minister PERSON said on Sunday in his PERSON radio programme .
Narendra Modi	DecH	Pm Modi inaugurates 103rd Indian science Congress in Mysurumysuru , Jan 3 , 2016 , ( Ians/Agencies ) : 12:01 Istprime minister PERSON on Sunday said good governance is not limited to policy and decision-making , it is also about integrating science and technology in choices we make and strategies we pursue .
Narendra Modi	DecH	Doing scientific research to be made easier : Pmmysuru , Jan 3 , 2016 ( PTI ) 16:10 Istdoing scientific research would be made easier and science administration , too , will be improved in the country , Prime Minister PERSON told scientists while stressing that their work should be focused on the 'Five-Es ' of economy , environment , energy , empathy and equity .
Narendra Modi	DecH	New Delhi , Nov 2 , 2016 , PTI : 21:43 Istprime minister PERSON today said credibility is the biggest challenge for media in the age of technology and it is important for media establishments to maintain it .
Narendra Modi	DecH	Asia 's richest man for industrial parks in Indianew Delhi : June 11 , 2015 , Dhns 0:10 Istkeen to ensure that his Make-In-India campaign delivers , Prime Minister PERSON has asked PERSON the richest man of Asia to expeditiously implement his Dalian Wanda groups Mega-Investment plans in India and launch the first project by 2017 .
Narendra Modi	DecH	Partner with India , Modi urges foreign defence Firmsbengaluru , Feb 18 , 2015 ( Ians ) : 19:28 Istfrom being just sellers of defence equipment , foreign firms must evolve into strategic partners as India wants their technology , skills , systems integration and manufacturing strength , Prime Minister PERSON said here Wednesday .
Narendra Modi	DecH	Recently , the government had increased FDI in the sector to 49 per cent and last week prime minister PERSON had said that MNCs could go in for majority ownership , provided they transfer the technology .
Narendra Modi	DecH	Prime Minister PERSON and his Sri Lankan counterpart PERSON , after their delegation level and restricted format talks , said the countries were determined to take the relationship to the next level as the two sides signed four agreements to deepen cooperation in health care and space science .
Narendra Modi	DecH	New Delhi , DEC 12 , 2015 ( PTI ) 12:46 Istprime minister PERSON today said the 'Make in India ' initiative has become a movement in Japan and the island nation has created a fund of about USD 12 billion for it .
Narendra Modi	DecH	Last year , Prime Minister PERSON had said that in ancient times , India had opened new frontiers in the field of science .
Narendra Modi	DecH	New Delhi , July 26 , 2015 , ( Ians ) 17:41 Istshocked over one fatality every four minutes in road accidents in India , Prime Minister PERSON on Sunday said his government will soon implement a road safety policy and cashless treatment for accident victims .
Narendra Modi	TOI	Prime Minister PERSON and Chinese president PERSON looking on along the East lake , in Wuhan ( AFP photo ) the smile diplomacy can be successful , but only within certain limits , said June PERSON , a University of Miami political science professor and author of Middle Kingdom and empire of the rising sun -- a 2016 book on China-Japan ties .
Narendra Modi	TOI	Varanasi/New Delhi : in what appeared to be a dig at the opposition , Prime Minister PERSON on Tuesday asked people to give the right punishment at the right time to those who mocked the countrys first semi high-speed train , Vande Bharat Express , and the governments make in India programme .
Narendra Modi	TOI	New Delhi : prime minister PERSON on Wednesday said the government is taking several steps to promote young entrepreneurs in the country , adding that startups are no longer confined to big cities .
Narendra Modi	TOI	On the industrial front , Prime Minister PERSON announced 'Make in India ' , 'Startup India ' , 'Digital India ' and many more things .
Naveen Patnaik	NIE	Bhubaneswar : chief minister PERSON today asked district collectors to act as agents of change for the betterment of public service delivery and governance by using '3Ts ' - teamwork , transparency and technology .
Naveen Patnaik	NIE	Encouraging team spirit , ensuring transparency and effectively using technology to provide last mile delivery of services to people shall be the focus of our administration , Naveenpatnaik said and added that he will review the performance of the collectors regarding improvement in public service delivery through the use of 3TS on a regular basis .
Naveen Patnaik	NIE	In fact , we are now the third largest contributor of rice to the public distribution system in India , Naveenpatnaik said , adding , efforts are on to augment the irrigation potential and use of technology .
Naveen Patnaik	Telegraph	In a letter , chief minister PERSON said the Operationalisation of this project will contribute to the make in India and digital India initiatives by the union government , stating that in both these programmes , the information technology ( it ) , IT-enabled service ( Ites ) and the electronics system designing and manufacturing ( Esdm ) were the major thrust areas .
Naveen Patnaik	IE	Odisha chief minister PERSON on Sunday asked district collectors to act as agents of change to improve public service delivery and governance by using 3TS teamwork , transparency and technology .
Nawaz Sharif	IE	The successful test of Babur-3 is a manifestation of Pakistans technological progress and self-reliance , Prime Minister PERSON said in a statement .
Nirmala Sitharaman	NIE	New Delhi : commerce and industry minister PERSON said the union budget for 2017-18 provides renewed impetus to the governments make in India initiative , manufacturing , and export infrastructure .
Nitish Kumar	TOI	Patna : India and China can benefit and learn more from exchange in the fields of education , tourism , industry , agriculture and infrastructure technology , chief minister PERSON on Thursday said while welcoming a 12-member Chinese delegation led by Communist Party of China secretary of Gansu province PERSON .
Nitish Kumar	TOI	Still , we should protect at least 10 of the traditional system of learning like books and newspapers , PERSON said after inaugurating the new campus of National Institute of electronics and information technology ( PERSON ) at Amhara near Bihta in Patna district .
Nitish Kumar	Telegraph	Recalling his recent meeting with entrepreneurs and industrialists in Mumbai , PERSON said he had assured them that Bihar would become self-reliant in energy by the time their firms become operational .
Nitish Kumar	Telegraph	Chief minister PERSON on Sunday announced to set up a commission for looking into the problems of entrepreneurs and traders in the state .
Nitish Kumar	Telegraph	PERSON : chief minister PERSON on Monday said the Indira Gandhi Institute of medical sciences ( Igims ) requires nothing less than 2,500 beds to meet the increasing patient load on the hospital .
Nitish Kumar	Telegraph	Igims should be competing with the all India Institute of medical sciences while the other medical colleges have to be made at par with Igims , PERSON said .
Nitish Kumar	Telegraph	A lot of work is being carried out in it sector across the country , but the minister , who is from Bihar , should give special attention to Bihar and speed up pending projects in the state , PERSON said after inaugurating the National Institute of electronics & information technology 's ( PERSON ) 's new campus at Bihta , 40km west of Patna .
Nitish Kumar	Telegraph	Bihar is known for its Jugar technology ( indigenous technology with local material ) and Patna city is known to be the epicentre of that technology , PERSON said , while addressing a meeting before flagging off the rally , which was organised under the aegis of the Bihar Chamber of commerce .
Nitish Kumar	Telegraph	In the run-up to the Bihar assembly elections last year , chief minister PERSON had announced his seven resolutions related to development - power connections , PERSON in schools , tap water for all , road and drainage system in every village , toilets in every house , new engineering and medical colleges etc .
Nitish Kumar	Telegraph	Speaking on the occasion , Nitishkumar said several new buildings based on modern technology have been constructed in the state and they have grabbed attention at the international level .
Nitish Kumar	Telegraph	Picture by Sachinpatna : chief minister PERSON on Saturday said scientific investigation techniques were necessary for the police to detect crime , but also batted for continuing with traditional investigation methods .
Nitish Kumar	Telegraph	Chief minister PERSON said this at the 10th anniversary celebrations of human rights protection foundation at PERSON science complex today .
Nitish Kumar	Telegraph	PERSON is an important crop for states like Bihar and we 'll not be able to escape the consequences of the technology , PERSON said on the use of transgenic mustard .
Nitish Kumar	Telegraph	I had written to the union minister of environment and forests in January saying that interested parties who failed to win the confidence of farmers ( on transgenic crops ) are now pushing the technology through public institutions , PERSON said .
Nitish Kumar	Telegraph	Stressing the need of scientific investigation to get the offenders prosecuted , PERSON said the government was ready to sanction funds to strengthen the state forensic science laboratory and purchase equipment for the police force .
Nitish Kumar	Telegraph	The new schemes based on new technology will bring transparency into the services , PERSON said .
Nitish Kumar	IE	( source : PTI ) Bihar chief minister PERSON on Friday said the centres advocacy of cashless economy is possible only when there is a bank branch in every PERSON and space will be provided to start new banks in PERSON Bhawans in the state .
Nitish Kumar	DecH	Cautioning people against GM crops , Nitishkumar said , now , they are talking about technology .
Omar Abdullah	DecH	Reacting to this development , former chief minister Omarabdullah said , the irony of listening to Prime Minister ( PERSON ) Modi lecturing about connected digital India while we are totally disconnected .
Oommen Chandy	IE	B'Kerala chief minister PERSON today said the state had failed to capitalise on the advantages of information technology and hoped by March this year the e-governance project would be completed .
Park	DecH	Digital video Discdeputy director for information and public relations a R park , also working president of PERSON film festival sub-committee , told Deccan Herald , a technical error was noticed in the digital video disc ( DVD ) of the film received here .
Park	DecH	In response , Bbmp executive engineer park said the shopkeepers would be accommodated in the high-tech Palike bazaar being built near Indraprastha hotel .
Park	DecH	In response , Bbmp executive engineer park said the shopkeepers would be accommodated in the high-tech Palike bazaar being built near Indraprastha hotel .
Park	NIE	As we want the new 2 petaflops machine to be a make in India initiative , we have approached the centre for development of advanced computing ( C-Dac ) for assistance , said Dr K park , director , PERSON space centre ( Vssc ) , PERSON .
Piyush Goyal	DecH	Will ensure 24X7 power to all Indians by March 2019 : PERSON , DEC 5 , 2014 , ( PTI ) 16:46 Istreiterating the promise of 24X7 electricity to all by 2019 , power minister Piyushgoyal today said use of information technology will help in achieving the target .
Piyush Goyal	NIE	By Ptinew Delhi : hitting back at PERSON over his dig at the make in India programme after PERSON train experienced trouble during its initial run , Union minister Piyushgoyal said the Congress president has insulted India 's intelligence and hard work by mocking the initiative .
Piyush Goyal	IE	( express photo ) power minister Piyushgoyal on Thursday said his ministry is experimenting with a technology , Brown- out , which can provide some power backup to households in the event of a grid failure leading to blackouts .
Pranab Mukherjee	NIE	As more and more transactions become cashless , it will improve the transparency of the economy , Pranabmukherjee said .
Pranab Mukherjee	TOI	Looking at the gigantic task of covering all the areas in the country , the bankers were requested to take advantage of technology and implement the financial inclusion plan to reach about 73,000 remote villages before March 2012 , Pranabmukherjee said .
Pranab Mukherjee	DecH	India woke up late on start-ups , says Pranabnew Delhi , Jan 17 , 2016 , Dhns : 1:18 Ista day before the launch of start up India initiative , president Pranabmukherjee said India has woken up too late on encouraging new entrepreneurs and owned up responsibility for the delay , noting that he had been a finance minister earlier .
Pranab Mukherjee	DecH	Delivering the valedictory address at the end of the three-day PERSON Divas-2017 , Pranabmukherjee said the diaspora can collaborate in the areas of science and technology and biotechnology with institutions and entrepreneurs in India .
Pranab Mukherjee	DecH	The measures include putting in place robust legislative and administrative frameworks and systems with due focus on capacity building , integration of information through technology and fast-tracking prosecution , Pranabmukherjee said .
Pranab Mukherjee	DecH	New Delhi , June 21 , 2015 , ( Ians ) 10:27 Istyoga is both an art as well as a science and has amazing curative and preventive powers for the well-being of humanity , president Pranabmukherjee said on international yoga day on Sunday .
Pranab Mukherjee	DecH	New technology to make tax payments easier : Pranablast updated : 15 July , 2011New Delhi , July 15 ( Ians ) 19:24 Istthe income tax department is upgrading its technology and introducing new ones with focus on electronic filing aimed at making tax payments easier , finance minister PERSON said Friday .
