Entity	Source	By-Statement
Modi	NIE	talking about providing relief to traders, modi said the central government wanted the tax liability slab to be raised from rs 20 lakh to rs 75 lakh but could not do this in the last gst council meeting as some states had reservations.
Modi	NIE	when referred to criticism of the gst by gandhi, modi asked whether gst processes have not been implemented through consensus with all political parties in the country.
Modi	NIE	singling out the gandhis for seeking account of demonetisation, modi asked whether the mother-son duo who are out on bail for financial irregularities would give him certificate of honesty.
Modi	NIE	alluding to rajiv gandhi's remark, modi said demonetisation brought back the 85 paise which were disappearing due to corruption.
Modi	NIE	modi asked party leaders to work during the week to give a boost to the use of bhim app, a digital payment application, by educating the masses about it and helping them download it.
Modi	NIE	to be honest, even december and january was good, but there were few sectors in which industries like hindustan unilever and others saw a decline because of demonetisation but the trend now is upwards, said modi , president, federation of telangana and andhra pradesh chambers of commerce and industry (ftapcci).
Modi	NIE	follow our election coverage hereassuring the farmers in particular, modi said: the nda government, soon after being voted to power for a second time, will start working on priority to double the income of farmers by 2022.
Modi	NIE	addressing a rally at bandra kurla complex here, modi said while his government has launched the war from day one of assuming power, on november 8 at 8 pm it stuck a fatal blow to corruption and black money hoarders in the form of demonetisation of rs 500 and rs 1,000 currency notes.
Modi	NIE	after that, the sufferings of the masses will lessen, and the real problems will begin for those handful of people indulging in corruption and black money hoarders, modi said.
Modi	NIE	as far as search and seizure operations against black money hoarders is concerned, pm modi had confidently said in a public rally: we knew and now they are being caught.
Modi	NIE	by ianspalamau: in an obvious attack on the congress, prime minister modi on saturday said that he preferred to complete the pending irrigation projects to empower farmers instead of waiving their loans.
Modi	NIE	again attacking the congress, modi said: the previous government first made the farmer take a loan and is now doing the drama of loan waiving.
Modi	NIE	kobe: prime minister modi on saturday said he was aware of the hardship people were facing in india because of the demonetisation move, but emphasized that it was necessary in the larger interests of the nation.
Modi	NIE	addressing the indian diaspora in japan, modi said people back home were hailing his decision of rendering rs 500 and rs 1,000 notes invalid but some of them were being prodded to speak against the government because of politics.
Modi	NIE	on the other hand, mp and former jd(u) president sharad yadav sits on a dharna with trinamool congress chief mamata banerjee, demanding a rollback of the demonetisation decision, senior bjp leader modi said.
Modi	NIE	many atms, which reopened four days after prime minister modi announced the demonetisation of two higher value currency notes, ran out of cash in few hours, leaving people frustrated.
Modi	NIE	since prime minister modi had announced the demonetisation of high value currency notes on november 8, there have been long queues outside banks and atms.in his written communication to rbi and sbi, prakash chand (controller of accounts - pao) said that nowdays public was visiting the bank branches for withdrawal of money from their accounts and also depositing and exchanging their old notes.
Modi	NIE	modi said he is happy that note ban has exposed the 'kala dhan' (black money) as well as 'kale mann' (ill-intentions) of many.
Modi	NIE	even as there were reports that bjp leaders would stay away from the wedding that has come at a time when prime minister modi has announced war on black money, there was a lineup of leaders of the party at the event.
Modi	NIE	prime minister modi on tuesday announced demonetization of rs 500 and 1000 currency notes with effect from midnight, making these notes invalid in a major assault on black money, fake currency and corruption.
Modi	NIE	modi said in the past four years at the centre and 13 years in madhya pradesh, the bjp had worked for the uplift and empowerment of poor, farmers and deprived sections of society.
Modi	NIE	modi also said that soil health cards were given to 14 crore farmers in the country, including 1.
Modi	NIE	prime minister modi said he is performing a yagna against black money and corruption.
Modi	NIE	speaking after releasing two books on constitution in new delhi, prime minister modi said those who are criticizing the demonetisation move don't have problem with the government's preparedness, but they are having problems because they didn't get time to prepare for turning their black money into white.
Modi	NIE	while appreciating the fellow countrymen on the ways in which demonetisation has shaped, pm modi in his speech said the following:the government will take care of interest for 60 days for farmers who had taken loans from district coop, central bank.
Modi	NIE	prime minister modi announced about the demonetisation in his address to the nation at 8 pm on the same day after cabinet's approval.
Modi	NIE	speaking about the power of unity, modi said, in august 2016, parties having intense political rivalry, parties which do not let go any chance to attack the other, all came together to pass the gst bill.
Modi	NIE	pm modi told global leaders in attendance at cop 14 how india has 'soil cards' to help the farmers understand the health of the soil.
Modi	NIE	during an emotional address to the people in goa, prime minister modi said he left his family and home to serve the nation and added that he understands the pain of the people who have been waiting in long queues to exchange their currencies.
Modi	NIE	on november 8, prime minister modi announced demonetisation of currency notes in a major assault on black money, fake currency and corruption.
Modi	NIE	yet even though the cash crunch has inflicted the most pain on the poor, modi has said in his campaign speeches it would punish the venal rich.
Modi	NIE	the country, which was once referred to as a 'golden bird', has now become just the opposite, modi said addressing a public rally at parade grounds here and reiterated his commitment to take on the corrupt and black money.
Modi	NIE	making an emotional appeal at a function in goa in november 2016, modi had said there were certain forces up against him that may not let him live and destroy him due to his decision on demonetisation.
Modi	NIE	prime minister modi had announced the demonetisation move on november 8 last year under which the old rs 500 and rs 1000 note were rendered illegal tender.
Modi	NIE	despite those problems, prime minister modi says his november 8 demonetisation decree has succeeded in uncovering tax evasion and cracking down on graft.
Modi	NIE	soon after prime minister modi announced that rs 500 and rs 1,000 notes would be scrapped, prices touched rs 32,500 (24 karat) and rs 31,500 (22 karat).
Modi	NIE	sushil modi , who as finance minister of bihar during nda rule, had headed empowered committee on gst during upa rule, said the gst would do away with multiplicity of tax rates.
Modi	NIE	besides, 10 taxes of state government like vat, entry tax, luxury tax, entertainment tax etc would be included in state gst, modi said.
Modi	NIE	speaking after releasing two books on constitution in new delhi, prime minister modi said those who are criticizing the demonetisation move don't have problem with the government's preparedness, but they are having problems because they didn't get time to prepare for turning their black money into white.
Modi	NIE	from seed to market, give all facilities to the farmers, modi said.
Modi	NIE	congratulating finance minister arun jaitley and his team, modi said farmers, dalits and tribal communities will gain from the budget.
Modi	NIE	new delhi: hitting out at those accusing the government of not being prepared for demonetisation, prime minister modi said they are actually pained that they themselves did not get time to make any preparation.
Modi	NIE	speaking at a book launch event here -- a day after the opposition launched a massive attack on the government over the issue -- modi said there has been little criticism of the demonetisation decision.
Modi	NIE	digital pushpushing for digital transactions, modi said, everyone has right to use his or her money and no one stops them.
Modi	NIE	new delhi: vowing to carry forward the war against corruption and black money post-demonetisation, prime minister modi today said the government will soon operationalise a strong law to effectively deal with 'benami' properties and this was just the beginning.
Modi	NIE	prime minister modi told the nda meet that the credit for demonetisation will not go to him personally, but to all parties which stood with the govt, naidu said.
Modi	NIE	new delhi: even as bjp mps hailing from uttar pradesh claimed that the momentum in favour of the saffron outfit was sliding ahead of the assembly elections due to demonetisation, prime minister modi on friday said that the nation is above party interests.
Modi	NIE	citing a book, modi told bjp mps that when then finance minister y b chavan went to prime minister indira gandhi and supported the recommendations on demonetisation, she had asked if the congress did not have to fight elections.
Modi	NIE	the left parties have compromised their ideology even as their mentors and communist leaders jyoti basu and harkishan singh surjeet had supported the idea of demonetisation, modi said.
Modi	NIE	in the 26th edition of mann ki baat programme, prime minister modi said, i know cashless economy is different.
Modi	NIE	the constitution 122nd constitutional amendment bill was passed by the parliament on august 8, marking a historic step for tax reforms which prime minister modi said was 'crucial' for ending tax terrorism besides reducing corruption and black money while making the consumer 'king'.
Modi	HT	in his speech announcing demonetisation in november 2016, modi had said that banning certain currency notes would curb black money and circulation of fake notes by terrorist outfits.
Modi	HT	we are fully committed to double the income of farmers by 2022, says pm modi modi.
Modi	HT	forget demonetisation, i will keep taking tough actions, one after another, to get rid of these termites who resurface at new places every time their holes are plugged, modi said at a function in jharkhands backward sahebganj district.
Modi	HT	anta poril kola dhonor bepar (the business of black money has come to end), deshdrohir uporot poril madho mar (traitors of the country have got beaten up), anuprabeshkari sokole polabo simapa (infiltrators will have to flee across the border),modi said as thousands cheered.
Modi	HT	his plans were pushed back when prime minister modi announced demonetisation on november 8.
Modi	HT	in modis home state of gujarat  a state with one of the highest rain deficits in the largely normal monsoon of 2016, as indiaspend reported in october 2016  a fourth of farmers have benefitted from the flagship crop-insurance scheme, not 60-70  as modi claimed.
Modi	HT	modi said loan waiver of small and marginal farmers would be the first decision if the bjp came to power in the state.
Modi	HT	many educational institutions had been under the government scanner over alleged monetary discrepancies even before prime minister modi announced the demonetisation exercise on november 8.
Modi	HT	modi said fadnavis had provided political stability, social harmony, law and order opportunities for investment, better facilities for farmers and ensured benefits of central schemes for people of the state.
Modi	HT	it was at the cms initiative that i had accepted the post of chairman of the empowered committee of state fms (2011-13), which spearheaded the implementation of gst, said bjp leader sushil kumar modi.
Modi	HT	prime minister modi had announced the pm crop insurance scheme, the pradhan mantri fasal bima yojana, in 2015.
Modi	HT	addressing a public rally in guwahati, modi said farmers were crucial to his vision of a new india where no area will remain undeveloped.
Modi	HT	prime minister modi said, the mandate given to him in 2019 elections was not just to run india but to create a new india, adding that the country had seen several positive developments in the last five-years during which the youth, women, farmers and the poor were put at the centre of governments programmes.
Modi	HT	speaking in a public rally in goa, a few days after announcing demonetisation on 8 november, 2016, prime minister modi had asked for 50 days from the people of india for note-ban related hardships to endit has been 100 days since modi announced the scrapping of 86  of indias currency in circulation.
Modi	HT	the decision on demonetisation is a movement to clean india, modi told lawmakers.
Modi	HT	our government has brought the most comprehensive fasal bima yojana for the farmers, says modi.
Modi	HT	modi also said it was important to tackle the trade deficit with china and appreciated the simplification of regulatory procedures by the chinese side, especially for non-basmati rice, sugar, agricultural products and pharmaceuticals.
Modi	HT	prime minister modi announced the demonetisation on november 8, a decision that sucked out 86  of the currency notes in circulation and left millions lining up at banks and atms for cash.
Modi	HT	26pm: modi says bjp promises greater prosperity for farmers, better education, skill development, better opportunities for youth, more industrial development, a positive eco-system for industrial growth, end to politics of dividing society and a safer state for women.
Modi	HT	20pm: modi says that the five aspects of congress rule are dynasty politics, corruption , rampant lawlessness, agrarian distress and division of society.
Modi	HT	48pm: the government will set up gramin haats so that farmers dont have to go faraway to sell their produces, says modi.
Modi	HT	on november 8 (when modi announced demonetisation) modiji told you that i am your pm and listen to my mann ki baat.
Modi	HT	last month, prime minister modi had said 37,000 shell companies indulging in tax evasion had been detected and more than three lakh firms were under the scanner for suspicious dealings, post demonetisation.
Modi	HT	modi said we will give rs 15 lakh in every bank account (by bringing back black money stashed away abroad), but didnt even deposit rs 5.
Modi	HT	its the law on black money, modi said in bhopal.
Modi	HT	wannacry doesnt look like something that will affect the atms, unlike personal or corporate endpoints, said modi , the ceo and co-founder of lucideus.
Modi	HT	expressing gratitude to the people, modi said over the last few months the country has witnessed an atmosphere in which people in large numbers have participated in the digital payment, digidhan movement.
Modi	HT	modi said the budget had focussed on womens empowerment, the housing sector and agriculture.
Modi	HT	modi said that the demonetisation move was a fight against corruption and targeted those who amassed wealth by unfair means.
Modi	HT	he (badal ) is the living legend who stood up and fought for the interests of farmers throughout his life, modi said.
Modi	HT	96 lakh in malda district since prime minister modi announced demonetisation on november 8 2016 culling 86  of the currency in circulation on november 8 last year.
Modi	HT	it was this deposit made three days after prime minister modi announced scrapping of 500 and 1,000-rupee banknotes that caught the attentions of tax authorities, who are closely examining all suspicious high-value transactions done after the november 8 demonetisation announcement.
Modi	HT	after prime minister modi announced demonetisation on november 8, the current budget further aims to strengthen the countrys cashless economy.
Modi	HT	modi asked party leaders to work during the week to give a boost to the use of bhim app, a digital payment application, by educating the masses about it and helping them download it, parliamentary affairs minister ananth kumar told reporters after the meeting.
Modi	HT	once we are voted to power again all farmers would be covered under financial assistance scheme instead of present coverage to farmers having land holdings up to five acres, modi said.
Modi	HT	a day before, on tuesday, modi while speaking at lok sabha (the lower house) said that the note-ban was possible because the countrys economy was in good shape.
Modi	HT	coming back to demonetisation, modi said that cashless would take india step-by-step, slowly in the direction of a clean economy.
Modi	HT	the ruling bjp does seem to have realized that climate change and droughts are a growing concern, and prime minister modi announced a separate ministry for water called jal shakti.
Modi	HT	prime minister modi had recently said the new uttar pradesh government would take a decision on a loan waiver scheme for farmers of the state.
Modi	HT	prime minister modi had announced the demonetisation of high denomination banknotes on november 8.
Modi	HT	we will form government in uttar pradesh, will waive loans of small farmers, modi said.
Modi	HT	on the 60th day of after prime minister modi announced demonetisation -- the situation, which sucked out 86  of the countrys bank notes in circulation -- a dena bank branch in khimana village in gujarat was pelted with stones.
Modi	HT	kumar uttam (@meetuttam) may 26, 20173:56pm: i want to assure people of india that the kashmir situation will soon be brought under control, says amit shah3:53pm: modi govt has met peoples aspirations, says amit shah3:51pm: ease of doing business improved, fdi inflow grew, says amit shah3:50pm: india has grown as an economic leader, says shah3:48pm: bjp president amit shah speaks to media on 3 years of modi govt2:37pm: ne of northeast would mean new economy, new energy, new empowerment, new engine, says pm modi2:32pm: pm modi launches sampada yojana- scheme for agro marine processing and development of agro processing clusters2:29pm: in new india, we have to move towards ever green revolution, says pm modi2:27pm: if northeast starts working in this (organic farming) direction, india can become one of the biggest centres of organic farming, says pm modi2:26pm: in northeast, the likelihood of organic farming is very high: pm2:24pm: we laid emphasis on pradhan mantri krishi sinchai yojana, says pm modi2:19pm: we cant bring change in the country through tokenism, says pm modi at his dhemaji rally2:17pm: our dream is to double farmers income by 2022, the year when india completes 75 years of independence: pm modi2:15pm: we want to bring modernisation in agriculture, says pm modi2:12pm: pm modi is addressing another rally in assams dhemaji12:19pm: pm renames dhola sadiya bridge as bhupen hazarika bridge12:18pm: within the first year of bjp rule in assam, the state is getting rid of many of its problems, says pm modi12:14pm: the bridge will save time, says pm12:12pm: the bridge will be a link in the development of two states- arunachal pradesh and assam: pm12:10pm: prime minister modi says the bridge will bring an economic revolution12:08pm: this bridge will open new avenues for the farmers, says pm modi in assam12:04pm: it is a proud moment for the country that indias longest bridge has been constructed in assam, says pm modi12:00pm: pm modi is addressing a rally in dhola, assam11:50am: congress leader kamal nath said bjp spending rs 2000 cr on celebration,3 years of modi govt can be summed up as bhashan aur aashwaasan, yeh hai mera shaasanfuturistic infrastructure that will power india's growth.
Modi	HT	thomas said the pac has asked reserve bank of india (rbi) to come out with the exact number of old rs 500 and rs 1,000 notes which were demonetised and deposited with banks after prime minister modi announced the move on november 8.
Modi	HT	prime minister modi had announced the demonetisation move on november 8.
Modi	HT	the indian economy was in good health when the government decided to scrap rs 500 and rs 1,000 notes, modi said.
Modi	HT	prime minister modi on november 8 last year had announced demonetisation of rs 1,000 and rs 500 notes in a major assault on black money, fake currency and corruption.
Modi	HT	may these festivals bring abundance of happiness and prosperity in the lives of our hardworking farmers, modi said.
Modi	HT	why can we not have a blue economy, and why should our farmers not export their produce, said modi.
Modi	HT	on friday, as he got up to welcome m venkaiah naidu as rajya sabha chairman, pm modi said that it is a reflection of the strength of our constitution and the maturity of our democracy that all top constitutional positions today are occupied by the poor and sons of farmers or commoners.
Modi	HT	the makers of our constitution laid such strong foundation of indian democracy that today people holding constitutional posts are those who represent poor and marginalised and do not come from rich background, said modi , referring to naidu who is a farmers son.
Modi	HT	pointing out that india is witnessing historic transformations in a wide range of sectors, prime minister modi said india is keen to cooperate extensively in new frontiers, from schools to space, digital payments to disaster management.
Modi	HT	consensus on gst will go down in history as a great illustration of cooperative federalism, modi said.
Modi	HT	prior to november 8, the day prime minister modi announced scrapping of rs 500 and rs 1,000 banknotes, around rs 13,000 crore was fed daily into the countrys 220,000 atms.read | 50 days of demonetisation: atm queues shorter but ripples to remain in januarythough cash situation is better, queues can still be seen outside several atm kiosks, primarily due to withdrawal restrictions  rs 4,500 per day and rs 24,000 a week.
Modi	HT	modi said those opposing evms are not only opposed to evms, they have problems with technology, digital transactions, aadhaar, gst, bhim app.
Modi	HT	the economy was doing well and thus our decision was taken at the right time, a combative modi said, peppering his speech with stinging attacks on the congress for opposing the demonetisation move.
Modi	HT	prime minister modi had announced on november 8 last year the governments decision to scrap rs 500 and rs 1000 bank notes, in a move aimed at tackling black money.
Modi	HT	pm modi said those opposing evms are not only opposed to evms, they have problems with technology, digital transactions, aadhaar, gst, bhim app.
Modi	HT	asking the people to prefer digital transactions instead of cash transactions, modi told the shopkeepers: you already have a board outside your shops that reads: aaj nagad, kal udhar.
Modi	HT	read|demonetisation has been monumental management failure, says manmohanchidambaram castigated modi for quoting from madhav godboles book in which the former bureaucrat claimed that former pm indira gandhi had rejected the idea of demonetisation telling then finance minister yb chavan about electoral compulsions.
Modi	HT	on november 8, modi announced scrapping of rs 500 and rs 1,000 notes as part of the combat against the menace of black money, corruption and terror funding.
Modi	HT	talking of farmers, modi said the congress had no interest in doing good for farmers.
Modi	HT	months before prime minister modi announced demonetisation and emphasised on cashless transaction in country, a low level government karmachari in jharkhands latehar district seems to have become well versed with relevance of cashless transaction.
Modi	HT	prime minster modi has said that the government was taking steps to double farmers income by 2022, and let me say that if we fail to do so then you can kick the bjp out of power, he added.
Modi	HT	we have been working speedily in all sectors, whether it is the jal jeevan mission, respect and help for each and every farmer in the country, setting free our muslim women from the malaise of triple talaq, or laws for strengthening childrens security, said modi.
Modi	HT	in an interview for a tv news channel, modi said people voted on demonetisation during the 2017 assembly election in uttar pradesh and on gst in the 2018 assembly election in gujarat.
Modi	HT	indias economic growth of 7  during october-december has sparked a debate on how output grew so fast at a time when the country was facing its biggest-ever cash crunch after prime minister modi announced on november 8 the demonetisation exercise, which weeded out 86  of the currency notes in circulation.
Modi	HT	seeking to rope in youngsters to promote cashless transactions, modi said for every person introduced to the bhim app, one will get a cashback of rs 10.
Modi	HT	this will make digital payments easy even for those who cannot read or write, thus realising ambedkars vision of social and financial empowerment for all, modi said.
Modi	HT	modi said that day was not far when reputed universities of the world will come to india to conduct case studies on the bhim-aadhaar app.
Modi	HT	now, the thumb (used for aadhaar-based transactions) has become your strength, said modi.
Modi	HT	according to reports, modi told pawar that fadnavis would take a call on loan waiver.
Modi	IE	the crisis faced by punjabi farmers was totally based on this circular issued by the congress government, modi said,adding that some people were trying to malign the image of the gujarat government by spreading canards that his government has adopted a discriminatory attitude towards sikh farmers from punjab,who are tilling land in kutch.
Modi	IE	lauding the role played by punjabis in socio-economic development of gujarat,modi said: nearly 50,000 sikhs had lived peacefully in gujarat since centuries,thereby intermingling with other communities and playing a proactive role in the states development any officer of the gujarat government,compelling the farmers to leave the state,should understand clearly that in such a case,he will have to leave gujarat.
Modi	IE	recently, pm modi announced the decision to provide the msp (minimum support price) which shall be one and a half times the input cost for any agricultural produce for both rabi and kharif crops.
Modi	IE	modi said there was no going back on his fight against corruption and hoarders of black money and alleged that those hit by his actions, including the demonetisation move, are conspiring to hit back at him.
Modi	IE	speaking on hardships faced by the people in wake of demonetisation, modi said: many people in this country are uneducated, but we should be proud that they are ready to suffer problems to help the country get rid of corruption.
Modi	IE	repeating remarks he made in lok sabha a day earlier, modi said demonetisation should have happened in 1971 when indira gandhi was the prime minister.
Modi	IE	after prime minister modi announced the withdrawal of old currency notes of rs 1,000 and rs 500 on november 8, 2016, atms across the country had to be recalibrated to fit new notes of rs 2,000 and rs 500.
Modi	IE	when prime minister modi announced demonetisation, he had said the new year would see new india.
Modi	IE	pitching the use of bhim app to make digital transactions, modi once again, asked the people to teach others how to use the app.
Modi	IE	speaking at the meeting, modi said demonetisation is not the end but the beginning of a long, deep and constant battle against black money and corruption and will benefit the poor and the common man.
Modi	IE	expressing gratitude to the people, modi said over the last few months the country has witnessed an atmosphere in which people in large numbers have participated in the digital payment, digidhan movement.
Modi	IE	pti photo by manvender vashist expressing gratitude to the people, modi said over the last few months the country has witnessed an atmosphere in which people in large numbers have participated in the digital payment, digidhan movement.
Modi	IE	expressing gratitude to the people, modi said over the last few months the country has witnessed an atmosphere in which people in large numbers have participated in the digital payment, digidhan movement.
Modi	IE	this is for gujarat, modi said,addressing a gathering of farmers here.
Modi	IE	ruing failure of congress to provide crop insurance to the gujarat farmers in the face of bad monsoon last year,modi asked whether money for the crop insurance had met the same fate as 2g spectrum and coal reserves.
Modi	IE	tmc mp sukhendu sekhar roy at the parliament house express photo tmc mp sukhendu sekhar roy at the parliament house express photopointing out that prime minister modi had said that hardships will last only 50 days after demonetisation of high-value currency on november 8 last year, opposition parties, led by the trinamool congress (tmc), on wednesday slammed the government for continuing restrictions on cash withdrawal from banks and atms even 90 days on.
Modi	IE	trinamool mp sukhendu sekhar roy said wednesday marked the 90th day since modi announced the demonetisation decision.
Modi	IE	deputy chief minister modi , who also holds charge of finance and commercial taxes departments, said people have now begun to understand gst which is evident from the fact that the quantum of complaints vis--vis gst has reduced to only 10 per cent.
Modi	IE	speaking about the power of unity, modi said, in august 2016, parties having intense political rivalry, parties which do not let go any chance to attack the other, all came together to pass the gst bill.
Modi	IE	prime minister modi said he would lessen the suffering of farmers.
Modi	IE	prime minister modi announced about the demonetisation in his address to the nation at 8 pm on the same day after cabinets approval.
Modi	IE	pm modi with bjp chief amit shah pm modi with bjp chief amit shahformer sp youth wing president of baghpat district, tarun deo yadav, has announced appropriate reward for those who would behead prime minister modi and bjp chief amit shah for creating an emergency-like situation through demonetisation and being responsible for the 2002 godhra riots.
Modi	IE	modi said the centre was scared of ramdev asking to weed out black money after the arrest of hasan ali who was now under the supreme court scanner.
Modi	IE	seeking to rope in youngsters to promote cashless transactions, modi said for every person you introduce to the bhim app, you will get a cash back of rs 10.
Modi	IE	now, the thumb (used for aadhaar-based transactions) has become your strength, modi said.
Modi	IE	earlier, modi also said his governments war against corruption and black money was not a political fight and said it was meant to empower honest people.
Modi	IE	watch video | pm modi modis scathing attack at congress in lok sabha: heres what he saiddefending his november 8 decision to demonetise rs 1,000 and rs 500 notes, modi said the step was to empower the honest.
Modi	IE	watch video | find out what pm modi told cabinet over demonetisation decisionin the worlds largest democracy the demonetisation was revolutionary: it called into question the states promise to pay the bearer the face value on every banknote.
Modi	IE	heres a look:change in fiscal yearin his opening remarks, modi said that in a country like india where agricultural income is exceedingly important, budgets should be prepared immediately after the receipt of agricultural incomes for the year.
Modi	IE	prime minister modi , in his second interview to a private news channel, said that theres mistrust between states sometimes on taxes, but the introduction of gst will make this process very transparent.
Modi	IE	pm modi told network 18 group editor rahul joshi that after gst all the movement of goods from one state to the other will become seamless.
Modi	IE	br ambedkars grandson and former mp prakash ambedkar alleged that a major chunk of black money was deposited in the banks before november 8, the day modi announced demonetisation.
Modi	IE	in last november, after the decision (demonetisation of rs 1,000 and rs 500 notes) to fight black money and corruption, many lies were hurled, rumours were created and allegations were levelled that everything will disintegrate now and the economy will finish, modi said.
Modi	IE	modi also said that political and business leaders globally have supported the demonetisation move.
Modi	IE	pm modi also asked the youth to download bhim app for making digital payments.
Modi	IE	(source: pti photo)exhorting farmers to adopt modern technology, prime minister modi on monday said his government has decided to double their income by 2022 when india would celebrate 75 years of independence.
Modi	IE	responding to criticism of the number of notifications during implementation of the demonetisation exercise  tmcs saugata roy pointed out that rules were changed 150 times  modi said the upa government had changed rules of mgnrega scheme 1,035 times in six years.
Modi	IE	also watch | up elections 2017: muzaffarnagar revisitedagreeing with congress leader mallikarjun kharges argument that black money gets parked in gold and properties, modi said: but we want to know when did this realisation dawn on you?
Modi	IE	dr shoeb s. katrawala, who runs katrawala diagnostic centre on astodia road, says, mr modi has said that this is all being done to cut down black money, to cut off funds to terrorists and stop the flow of counterfeit money in the economy.
Modi	IE	urging the farmers to partner with the state in generation of power, modi said, farmers can install solar panels on their farm borders.
Modi	IE	my governments aim is to realise that dream, modi said while speaking at the prize distribution function of the month-long digidhan contest launched in december for users of the digital transaction mode.
Modi	IE	modi said that global universities would come to do research on results of the digital transaction programme.
Modi	IE	tough rules against black money have sent shivers down the spines of many who have come on one platform, modi said in an oblique reference to the opposition parties who are grouping against the nda.
Modi	IE	prime minister modi announced the scrapping of old rs 500 and rs 1,000 notes on november 8, 2016, with an aim to weed out black money, counterfeit currency and terror funding.
Modi	IE	modi further said farmers of maharashtra had benefited and women got better employment opportunities in the last five years under fadnavis leadership.
Modi	IE	modi asked party leaders to work during the week to give a boost to the use of bhim app, a digital payment application, by educating the masses about it and helping them download it.
Modi	IE	stating that none of the objectives mentioned by the centre for note ban have been achieved, modi said campaign would expose the real motive behind demonetisation scheme.
Modi	IE	modi said farmers income will be doubled in 6 years; it is a jumla-type statement unlikely to be achieved, he said.
Modi	IE	on implementation of demonetisation process, prime minister modi yesterday said the government was always ready for the discussion on the issue but the opposition was only interested in tv bytes and not debates.
Modi	IE	with the bjp focusing on boosting his image as a pro-poor pm, modi also asked the mps to promote and market bhim, the governments digital payment application.
Modi	IE	addressing a rally in february, modi said farmers are his top priority and explained that  top means tomato, onion and potato.
Modi	IE	modi said his governments focus was on agriculture and doubling farm income by 2022.
Modi	IE	pm modi said he believes the only way to provide relief to distressed farmers is through a successful and effective crop insurance scheme.
Modi	IE	referring to two young entrepreneurs working in sikkim on an agriculture start-up, pm modi said, it is a great way of linking agriculture to the start-up india campaign.
Modi	IE	in your idea,money does not grow on trees,but in our idea money is grown by farmers in their fields, modi said.
Modi	IE	modi said he needs the maximum help from people about spreading awareness regarding the pradhan mantri crop insurance scheme which was launched earlier this month.
Modi	IE	pushing for digital economy, modi asked the youngsters at the rally to download the bhim app and contribute to a cashless economy.
Modi	IE	aur jo 9-10 ki gst council meeting mein agar koi rajya kathinayi paida nahi karega toh mujhe vishwaas hai ki bharat ke vyapar jagat aur bharat ki aarthik vyavastha ko nayi taqat dene mein jo bhi aawashyak sudhaar honge woh kiye jayenge (if no state raises objection in gst council meeting on november 9-10, then i believe that the necessary changes required for the countrys businesses and the countrys economy would be taken), modi said.
Modi	IE	accusing the previous congress regimes of gujarat of creating polity of the love of chair,chief minister modi today said unlike them,his government was working for farmers welfare.
Modi	IE	congress did kursi-bhakti (power-worship) whereas we are engaged in krishi-bhakti (agriculture-worship), modi said at a farmers rally at limkheda,dahod district.
Modi	IE	taking dig at the functioning of congress governments,modi said when five chickens were loaned to farmers,their meat was eaten by the officials.
Modi	IE	crediting the small and medium farmers of gujarat with revolutionising agriculture in the last one decade,modi said 95 per cent of our farmers are small or medium sized farmers.
Modi	IE	making political hay of data released by the central statistics office and taking a swipe at economists  some like harvard professor and nobel laureate amartya sen called demonetisation a despotic action that has struck at the root of economy based on trust while manmohan singh who went to oxford described it as organised loot and legalised plunder  modi told election rallies in maharajganj and deoria that ek taraf woh vidhwano ki jamaat hai jo harvard university ke naam par baat karte hain, ek aur garib ma ka beta hai jo hard work ke dwara desh ki arth-neeti badalne par laga hua hai (on the one hand, there are intellectuals who speak in the name of harvard university, and on the other, a poor mothers son is trying to change the economic policy of the country).
Modi	IE	after prime minister modi announced the demonetisation move on november 8, 2016, there was a liquidity squeeze in the market and the demand for jewellery went down by around 80 per cent.
Modi	IE	in his letter today, dubey claimed that ever since modi announced the demonetisation decision on november 8, thomas became restive and started searching for options to politicise the revolutionary step.
Modi	IE	continuing his drive to directly connect with the beneficiaries of his governments pet schemes, prime minister modi today said he will on june 20 speak to farmers on issues concerning them and the agriculture sector.
Modi	IE	during this interaction, modi said he would be speaking to farmers on june 20 on developments and advancements in the agriculture sector.
Modi	IE	claim: mr modi claimed that the governments schemes will double farmers income by 2022.
Modi	IE	speaking on the gst bill, modi asked the party to prepare a booklet that will also include details of 100 schemes initiated by the nda government and get the message across to the people  especially how the proposed tax regime will help small traders, a core support base of the bjp.
Modi	IE	describing demonetisation as a very important decision, modi said it worked wonders despite attempts by some quarters to derail the move.
Modi	IE	on his governments attempts to tackle the menace of black money, modi said, in our very first cabinet meeting, we decided to act tough the common people, who had seen others acquire huge bungalows, costly cars and other property with black money, have stood with us.
Modi	IE	flaunts states achievements across power,agricultural and other sectors,modi says this makes the model worthy of transplantation across the country.
Modi	IE	11: 34 am: pm modi said we learnt the lesson of unity through passing the historic gst bill.
Modi	IE	in an attempt to weed out black money, prime minister modi had announced the decision to scrap old rs 500 and rs 1,000 notes on november 8 last year.
Modi	IE	urging youngsters to adopts and download the bihm app, pm modi said the money saved on printing of notes, transportation and atms among others could be used for the betterment of the poor.
Modi	IE	(file) urging youngsters to adopts and download the bihm app, pm modi said the money saved on printing of notes, transportation and atms among others could be used for the betterment of the poor.
Modi	IE	reading from the newspaper clipping, kejriwal said modi had said in 2012 that imposing excise duty would encourage inspector raj and 90 per cent of the jewellery business was small-scale sector that generated the most employment.
